character	initial	final	tone	roman	emc-entry
䌬	ḍ	ug	0	ḍùg	0
䌭	ŧ	iv	0	ŧìv	1
䌮	ṣ	ơg	0	ṣờg	0
䌯	x	yn	0	xỳn	0
䌰	n	im	3	nip	0
䌱	l	o	2	lo	0
䌲	f	rn	0	fằn	0
䌳	s	i	0	sì	3
䌴	l	o	2	lo	1
䌵	ṭ	ug	3	ṭuk	1
䍂		y	0	ỳ	0
䍃	j	rv	0	jằv	1
䍄	t	im	1	tím	1
䍅	l	ig	0	lìg	0
䍆	ṭ	y	1	ṭý	1
䍇	d	am	3	dap	1
䍈	b	ig	0	bìg	0
䍉	ṭ	ag	3	ṭak	0
䍊	k	av	0	kàv	2
䍋	ẓ	ơj	0	ẓờj	0
䍌	px	rv	1	pxắv	3
䍍	kx	rv	2	kxӑv	3
䍎	ŧx	yn	2	ŧxyn	2
䍏		yn	0	ỳn	0
䍐	x	on	1	xón	2
䍑	x	on	1	xón	0
䍒	m	rv	1	mắv	0
䍓		u	2	u	0
䍔	kv	rg	0	kvằg	1
䍕	t	rj	0	tằj	0
䍖	w	rv	0	wằv	2
䍗		yn	2	yn	0
䍘	p	i	0	pì	1
䍙	m	uj	0	mùj	3
䍚	l	og	2	log	0
䍛	k	u	2	ku	1
䍜	ṭ	av	2	ṭav	1
䍝	tx	am	3	txap	1
䍞	v	ig	3	vik	0
䍟	ṭ	ug	0	ṭùg	0
䍡	l	ug	3	luk	1
䍢	m	u	1	mú	1
䍣	l	ơj	0	lờj	0
䍤	ŧ	rj	1	ŧắj	1
䍥	l	ig	3	lik	1
䍦	l	i	0	lì	1
䍧	ŧ	og	0	ŧòg	1
䍨	p	un	3	put	1
䍩	j	og	1	jóg	0
䍪	m	rn	3	mӑt	0
䍫	d	o	0	dò	1
䍬	px	ag	0	pxàg	1
䍭	ṭ	og	0	ṭòg	0
䍮	ẓ	iv	2	ẓiv	1
䍯	kv	ej	1	kvéj	0
䍰	q	in	0	qìn	0
䍱	đ	y	0	đỳ	1
䍲	n	aj	0	nàj	1
䍳	kx	yn	3	kxyt	0
䍴	qv	i	1	qví	2
䍵	ṭ	rg	0	ṭằg	0
䍶	t	ug	0	tùg	3
䍷	v	ej	1	véj	0
䍸	p	og	3	pok	1
䍹	ṭ	in	0	ṭìn	0
䍺	hv	an	0	hvàn	2
䍻	s	yn	2	syn	2
䍼	ŧ	am	0	ŧàm	2
䍽	l	ig	3	lik	1
䍾		in	1	ín	0
䍿	hv	og	0	hvòg	1
䎀	x	yn	3	xyt	1
䎁		u	0	ù	0
䎂	p	u	1	pú	1
䎃	ṇ	im	1	ṇím	1
䎄	x	iv	0	xìv	1
䎅	px	og	3	pxok	0
䎆	l	iv	2	liv	0
䎇	ṭ	rv	0	ṭằv	0
䎈	j	rj	2	jӑj	1
䎉	qv	rn	3	qvӑt	1
䎊	l	og	3	lok	0
䎋	kx	av	2	kxav	0
䎌	ṭx	ug	3	ṭxuk	1
䎍	f	u	0	fù	0
䎎	n	im	3	nip	1
䎏	x	rm	0	xằm	0
䎐	ṭx	av	1	ṭxáv	0
䎑	l	ug	3	luk	1
䎒	ṭ	an	1	ṭán	2
䎓	d	am	3	dap	0
䎔	fx	u	0	fxù	1
䎕	kv	rg	0	kvằg	2
䎖	ŧ	rg	0	ŧằg	1
䎗	c	iv	0	cìv	1
䎘	s	ug	3	suk	2
䎙	px	rn	0	pxằn	1
䎚	v	ej	2	vej	0
䎛	l	u	1	lú	0
䎜	f	rn	0	fằn	0
䎝	ṭ	y	2	ṭy	0
䎞	ṭ	e	1	ṭé	0
䎟		ej	0	èj	0
䎠	ṇ	i	0	ṇì	3
䎡		yn	1	ýn	0
䎢	x	rn	3	xӑt	0
䎣	ḍ	ej	2	ḍej	0
䎤	c	ug	3	cuk	1
䎥	k	ag	3	kak	0
䎦		im	1	ím	1
䎧	b	og	1	bóg	1
䎨	q	im	3	qip	1
䎩	ṭ	i	0	ṭì	1
䎪	n	rg	3	nӑk	1
䎫	ṭ	ug	0	ṭùg	2
䎭	ṭx	u	0	ṭxù	0
䎮	tx	rj	2	txӑj	1
䎯	x	on	2	xon	1
䎰	đ	og	3	đok	1
䎱	b	a	0	bà	0
䎲	ṭ	im	3	ṭip	0
䎳	gv	an	3	gvat	1
䎴	k	ag	0	kàg	0
䎵	p	ej	2	pej	0
䎶	n	i	2	ni	1
䎷	ṭ	y	2	ṭy	2
䎸	g		2	g	1
䎹	m	rn	0	mằn	0
䎺	ṭ	rj	2	ṭӑj	1
䎻	ṭ	rv	2	ṭӑv	0
䎼	l	ug	3	luk	0
䎽	m	rn	0	mằn	0
䎾	kv	rn	2	kvӑn	0
䎿	đ	rv	0	đằv	2
䏀	l	an	3	lat	0
䏁	ŧ	oj	1	ŧój	1
䏂	ṣ	rv	1	ṣắv	0
䏃	m	in	0	mìn	1
䏄	t	rj	1	tắj	1
䏅	ŧx	rj	2	ŧxӑj	1
䏆	đ	u	0	đù	2
䏇	px	iv	2	pxiv	1
䏈	l	yn	0	lỳn	0
䏉	ṣ	rm	3	ṣӑp	1
䏊	l	ug	0	lùg	0
䏋	ṣ	ug	3	ṣuk	0
䏌	x	rn	3	xӑt	0
䏍	q	yn	0	qỳn	0
䏎	w	ug	0	wùg	0
䏏	x	ơj	0	xờj	0
䏐	kx	yn	3	kxyt	1
䏑	ṭ	eg	3	ṭek	0
䏒	px	in	2	pxin	1
䏓	k	un	1	kún	0
䏔	n	rv	1	nắv	1
䏕	ṇ	rm	2	ṇӑm	1
䏖	ḍ	rn	2	ḍӑn	3
䏗	k	uj	2	kuj	0
䏘	px	rn	3	pxӑt	1
䏙	t	om	0	tòm	1
䏚	ṭx	rv	1	ṭxắv	0
䏛	ṭx	on	1	ṭxón	0
䏜	x	rm	3	xӑp	0
䏞	m	un	3	mut	0
䏟	b	in	3	bit	1
䏠	qj	rm	3	qjӑp	0
䏡	ẓ	ej	2	ẓej	0
䏢	p	ej	1	péj	0
䏣	ŧ	y	0	ŧỳ	2
䏤	ṣ	on	2	ṣon	0
䏥	tx	am	0	txàm	0
䏦	kv	an	3	kvat	0
䏧	n	a	2	na	1
䏨	xv	uj	1	xvúj	1
䏩	x	im	3	xip	0
䏪	n	i	2	ni	1
䏫	qj	rv	0	qjằv	0
䏬	m	rv	0	mằv	0
䏭	ṭ	y	0	ṭỳ	0
䏮	x	im	3	xip	0
䏯	ṭ	ej	2	ṭej	0
䏰	ṇ	on	2	ṇon	1
䏱	k	ug	3	kuk	0
䏲	d	in	3	dit	0
䏳	ṭ	in	3	ṭit	1
䏴	ṣ	av	2	ṣav	0
䏵	m	ug	1	múg	1
䏶	p	rj	2	pӑj	0
䏷	h	on	2	hon	1
䏸		y	0	ỳ	0
䏹		in	2	in	0
䏺	px	og	0	pxòg	0
䏻	n	rg	0	nằg	0
䏼	đ	an	0	đàn	2
䏽	b	rv	2	bӑv	3
䏾	px	og	0	pxòg	0
䏿	kx	rj	1	kxắj	2
䐀	k	i	2	ki	1
䐁	t	ug	3	tuk	2
䐂	l	ug	3	luk	0
䐃	cv	rn	1	cvắn	1
䐄	h	am	2	ham	3
䐅	x	i	0	xì	1
䐆	ŧx	oj	1	ŧxój	1
䐇	m	rn	1	mắn	1
䐈	ṭ	ig	3	ṭik	2
䐉	ṭ	ej	2	ṭej	0
䐊	kv	rn	0	kvằn	0
䐋	ṭx	ug	0	ṭxùg	0
䐌	tx	in	1	txín	0
䐍	ṭ	o	2	ṭo	0
䐎	t	rj	0	tằj	2
䐏	ṭx	on	1	ṭxón	1
䐐	ṭx	rv	0	ṭxằv	0
䐑	ṭ	im	3	ṭip	1
䐒	ṭ	a	0	ṭà	2
䐓	ṇ	rv	0	ṇằv	1
䐔	p	rn	1	pắn	0
䐕	ṭx	rm	3	ṭxӑp	0
䐖	ṣ	ej	0	ṣèj	0
䐗	ṭ	y	0	ṭỳ	1
䐘	cx	ơg	3	cxơk	1
䐙	k	ag	3	kak	0
䐚	ŧ	ig	3	ŧik	1
䐛	t	rm	3	tӑp	0
䐛	t	am	3	tap	0
䐜	ṭx	rn	0	ṭxằn	1
䐝	s	o	2	so	1
䐞	ṇ	og	3	ṇok	1
䐟	x	og	1	xóg	0
䐠	xv	og	0	xvòg	1
䐡	ḍ	ej	0	ḍèj	0
䐢	ṭ	o	2	ṭo	2
䐣	s	on	2	son	1
䐤	ṭx	aj	0	ṭxàj	2
䐥	q	ug	2	qug	1
䐥	q	og	2	qog	1
䐦	x	rm	3	xӑp	0
䐧	x	u	2	xu	0
䐨	k	ug	3	kuk	1
䐩	k	oj	0	kòj	3
䐪	ṭ	on	2	ṭon	0
䐫	ŧx	ug	0	ŧxùg	1
䐬	đ	u	0	đù	1
䐭	ḍ	rj	2	ḍӑj	0
䐮	ṭx	an	1	ṭxán	1
䐯	l	uj	0	lùj	1
䐰	ṣ	rv	0	ṣằv	0
䐱	ṭ	aj	2	ṭaj	0
䐲	ḍ	am	3	ḍap	1
䐳		y	0	ỳ	0
䐴	k	uj	2	kuj	2
䐵	kv	rg	0	kvằg	0
䐶	ŧ	am	0	ŧàm	2
䐷	t	an	0	tàn	1
䐸	v	ag	3	vak	1
䐹	s	rv	0	sằv	2
䐺	tx	am	2	txam	1
䐻	k	u	0	kù	1
䐼	h	rj	2	hӑj	2
䐽	m	un	0	mùn	0
䐾	d	og	3	dok	1
䐿	q	u	2	qu	3
䑀	px	ig	3	pxik	0
䑁	q	ug	3	quk	2
䑂	j	aj	1	jáj	1
䑃	m	ug	0	mùg	1
䑄	b	i	2	bi	3
䑅	m	rg	0	mằg	0
䑆	j	og	1	jóg	0
䑇	ṭ	rn	3	ṭӑt	1
䑈	p	og	3	pok	1
䑉		ig	0	ìg	0
䑊	v	ej	0	vèj	0
䑋	ṇ	og	1	ṇóg	1
䑌	l	an	0	làn	0
䑍	q	in	0	qìn	0
䑎	ŧx	am	1	ŧxám	2
䑏	c	yn	0	cỳn	1
䑐	ṭx	rn	1	ṭxắn	0
䑑	b	ug	3	buk	1
䑒	t	u	2	tu	0
䑓	d	oj	0	dòj	0
䑔	fx	rj	2	fxӑj	2
䑕	ṣ	y	1	ṣý	0
䑖	ṭ	in	3	ṭit	0
䑗	d	og	0	dòg	1
䑘	đ	o	0	đò	1
䑙	t	am	0	tàm	0
䑚	d	im	0	dìm	0
䑛	ẓ	aj	1	ẓáj	0
䑜	tx	am	3	txap	1
䑝	k	a	1	ká	0
䑞	ṣ	on	2	ṣon	1
䑟	v	og	0	vòg	0
䑠	l	iv	1	lív	1
䑡	ṭx	a	0	ṭxà	1
䑢	g	rn	3	gӑt	1
䑣	ṭx	rm	0	ṭxằm	1
䑤	c	rm	2	cӑm	0
䑥	g	om	3	gop	1
䑦	kx	rv	0	kxằv	1
䑧	f	u	0	fù	0
䑨	d	o	0	dò	0
䑩	k	u	1	kú	0
䑪	g	rm	3	gӑp	0
䑫	p	rg	0	pằg	1
䑬	tx	u	0	txù	0
䑭	t	rj	2	tӑj	0
䑮	t	o	1	tó	0
䑯	d	rj	1	dắj	1
䑰	b	u	2	bu	0
䑱	q	yn	1	qýn	0
䑲	ḍ	av	2	ḍav	0
䑳	l	on	0	lòn	1
䑴	c	i	0	cì	1
䑵	m	ug	3	muk	0
䑶	s	in	2	sin	1
䑷	k	in	0	kìn	0
䑸	ṭ	ug	0	ṭùg	0
䑹	s	rv	0	sằv	1
䑺	w	an	0	wàn	0
䑻	j	rv	0	jằv	0
䑼	ṭ	rv	0	ṭằv	1
䑽	tx	am	3	txap	0
䑾	ṭ	eg	3	ṭek	0
䑿	s	ug	3	suk	1
䒀	fx	u	0	fxù	2
䒀	b	u	2	bu	2
䒁	đ	am	3	đap	1
䒂	ṭ	ơg	1	ṭớg	0
䒃	ḍ	u	2	ḍu	0
䒄	f	u	2	fu	0
䒅	d	rg	0	dằg	0
䒆	ṭx	in	3	ṭxit	1
䒇	f	u	2	fu	0
䒈	w	i	2	wi	1
䒉	m	u	1	mú	1
䒊	x	ej	0	xèj	1
䒋	qj	og	1	qjóg	0
䒌	m	ig	2	mig	1
䒍	px	og	1	pxóg	1
䒎	m	og	1	móg	1
䒏	ŧ	rg	1	ŧắg	1
䒐	m	rg	0	mằg	1
䒑	p	an	3	pat	0
䒒	d	iv	0	dìv	1
䒓	kx	aj	1	kxáj	1
䒔	p	aj	2	paj	0
䒕	s	iv	1	sív	1
䒖	ṣ	on	2	ṣon	0
䒗	x	rn	3	xӑt	2
䒘	s	uj	0	sùj	1
䒙	ḍ	og	0	ḍòg	0
䒚	ṣ	iv	1	ṣív	1
䒛	v	an	2	van	0
䒜	g	rv	0	gằv	0
䒝	h	av	0	hàv	0
䒞	ḍ	om	0	ḍòm	3
䒟	t	an	0	tàn	0
䒡	j	rn	1	jắn	0
䒢	g	og	0	gòg	2
䒣		im	1	ím	0
䒤	j	rn	3	jӑt	0
䒥	m	un	0	mùn	0
䒦	fx	an	2	fxan	2
䒧	kx	y	0	kxỳ	2
䒨	s	i	1	sí	1
䒩	hv	o	0	hvò	1
䒪	b	in	2	bin	1
䒫	d	oj	2	doj	0
䒬	m	og	3	mok	0
䒭	t	rg	1	tắg	0
䒮	k	og	0	kòg	0
䒯		yn	0	ỳn	0
䒰	x	og	0	xòg	1
䒱	ṭ	ig	0	ṭìg	1
䒲	ṭ	a	2	ṭa	1
䒳	t	o	1	tó	0
䒴	j	rv	1	jắv	1
䒵	x	u	0	xù	0
䒶	tx	in	0	txìn	1
䒷	kv	a	0	kvà	1
䒸	x	yn	3	xyt	1
䒹	l	oj	2	loj	1
䒺	k	rn	1	kắn	0
䒻	x	ej	1	xéj	0
䒼	kx	ug	3	kxuk	1
䒽	m	og	1	móg	0
䒾	q	ej	0	qèj	0
䒿	l	iv	0	lìv	0
䓀	k	rn	3	kӑt	0
䓁	t	rg	1	tắg	0
䓂	g	in	0	gìn	1
䓃	qj	rm	3	qjӑp	1
䓄	g	rn	0	gằn	2
䓅	c	rn	0	cằn	0
䓆	ṭ	in	3	ṭit	0
䓇	q	ig	3	qik	0
䓈		ig	3	ik	2
䓉	j	e	0	jè	1
䓊	g		0	g̀	1
䓋	ṭ	ej	0	ṭèj	0
䓌	ṭ	i	2	ṭi	1
䓍	x	on	1	xón	1
䓎	ṭx	ug	3	ṭxuk	0
䓏	fx	u	0	fxù	1
䓐	ẓ	on	0	ẓòn	0
䓑	b	ig	0	bìg	0
䓒	kv	aj	1	kváj	0
䓔	x	av	2	xav	0
䓗	ṭx	ug	0	ṭxùg	0
䓘	k	u	0	kù	1
䓙	kxv	a	0	kxvà	1
䓚	ṭx	ơj	0	ṭxờj	0
䓛	qv	rn	3	qvӑt	1
䓛	kv	rn	3	kvӑt	1
䓜	ṭ	i	0	ṭì	1
䓝	m	ag	2	mag	0
䓞	l	uj	2	luj	1
䓟	ṭ	rv	0	ṭằv	0
䓠	tx	am	3	txap	2
䓡	ṭ	ej	0	ṭèj	0
䓢	k	u	2	ku	0
䓣	l	ơg	1	lớg	0
䓤	f	rn	3	fӑt	0
䓥	l	an	3	lat	0
䓦	t	in	1	tín	0
䓧	k	ig	3	kik	0
䓩	ṭ	ej	0	ṭèj	0
䓪		ej	2	ej	0
䓫	c	ej	0	cèj	0
䓬	ṭx	ơg	3	ṭxơk	0
䓭	ṣ	an	3	ṣat	1
䓮	m	rv	2	mӑv	2
䓯	d	ug	3	duk	0
䓰	qj	rn	0	qjằn	0
䓱	ḍ	aj	0	ḍàj	0
䓲	j	oj	2	joj	2
䓳	x	rn	1	xắn	2
䓴	ṇ	yn	1	ṇýn	1
䓵	fx	u	0	fxù	1
䓶	l	aj	2	laj	2
䓷	h	rg	2	hӑg	0
䓸	k	an	0	kàn	0
䓹	q	ej	2	qej	0
䓺	m	ej	1	méj	0
䓻	kx	rv	2	kxӑv	0
䓼	m	og	0	mòg	0
䓽	k	ej	2	kej	0
䓾	s	o	0	sò	1
䓿	h	rm	2	hӑm	0
䔀	ṣ	ơj	0	ṣờj	0
䔁	l	on	3	lot	1
䔂	ṭ	i	1	ṭí	1
䔃	ŧ	u	1	ŧú	1
䔄		iv	0	ìv	2
䔅	k	o	0	kò	0
䔆	l	ej	0	lèj	0
䔇	x	i	1	xí	2
䔇	q	oj	1	qój	2
䔈	k	ug	2	kug	0
䔉	l	ig	3	lik	0
䔊	p	rg	0	pằg	0
䔋	ṣ	o	0	ṣò	0
䔌	k	u	0	kù	1
䔍	t	ug	3	tuk	0
䔎	ṣ	ug	3	ṣuk	0
䔏	ṭx	rv	2	ṭxӑv	1
䔐	ṭ	in	0	ṭìn	0
䔑	đ	e	0	đè	2
䔒	b	uj	1	búj	0
䔓	x	ơj	1	xớj	0
䔔	k	ig	2	kig	0
䔕	b	u	0	bù	1
䔖	l	ig	0	lìg	1
䔗	ḍ	ơg	0	ḍờg	0
䔘	ḍ	u	2	ḍu	0
䔙	t	iv	2	tiv	0
䔚	ẓ	on	0	ẓòn	1
䔛	kx	ig	1	kxíg	1
䔛	kv	ig	1	kvíg	1
䔜	n	am	0	nàm	1
䔝	ṭ	aj	0	ṭàj	0
䔞	l	on	3	lot	1
䔟		i	0	ì	1
䔠	ṣ	av	1	ṣáv	0
䔡		y	0	ỳ	0
䔢	v	a	0	và	0
䔣	l	rj	0	lằj	0
䔤	px	a	0	pxà	0
䔥	ṣ	iv	0	ṣìv	0
䔦	m	uj	0	mùj	0
䔧	l	ej	0	lèj	0
䔨	q	ug	2	qug	0
䔩	ṭx	ig	3	ṭxik	0
䔪	ṣ	og	1	ṣóg	0
䔫	ṣ	o	0	ṣò	0
䔬		i	2	i	1
䔭	n	ig	1	níg	1
䔮	s	i	0	sì	1
䔯	xv	u	2	xvu	1
䔰	fx	u	2	fxu	2
䔱	qj	rm	3	qjӑp	0
䔲	t	rg	0	tằg	1
䔳		in	0	ìn	0
䔴	ṭx	rg	3	ṭxӑk	1
䔵	k	an	0	kàn	1
䔶	d	rj	0	dằj	0
䔷	c	rm	0	cằm	2
䔸	p	iv	1	pív	1
䔹	ẓ	ơj	2	ẓơj	0
䔺	v	i	0	vì	2
䔻	t	on	0	tòn	0
䔼	ṣ	rm	3	ṣӑp	0
䔽	q	oj	2	qoj	2
䔾	x	ej	2	xej	2
䔿	ŧ	yn	1	ŧýn	1
䕀	f	un	1	fún	0
䕁	f	i	1	fí	1
䕂		yn	1	ýn	0
䕃	qj	rm	0	qjằm	0
䕄	ṭ	ig	0	ṭìg	1
䕅	ṣ	u	1	ṣú	0
䕆	d	rv	2	dӑv	1
䕇	h	uj	2	huj	2
䕈	s	im	3	sip	1
䕉	ḍ	ag	3	ḍak	0
䕊	d	an	0	dàn	0
䕋	d	og	0	dòg	0
䕌	ḍ	ej	2	ḍej	0
䕍	j	rj	2	jӑj	1
䕎	f	ug	3	fuk	0
䕏	g	o	0	gò	0
䕐	f	ug	3	fuk	0
䕑	ṣ	ơj	0	ṣờj	0
䕒	k	a	0	kà	0
䕓	ṭx	an	3	ṭxat	1
䕔	h	am	0	hàm	0
䕕	m	an	2	man	0
䕖	ṣ	yn	0	ṣỳn	0
䕗	b	ej	2	bej	0
䕘	l	ig	0	lìg	2
䕙	đ	in	3	đit	1
䕚	cv	ej	2	cvej	0
䕛	k	am	3	kap	0
䕜	ṭx	ơj	2	ṭxơj	0
䕝	ṭx	ig	0	ṭxìg	0
䕞	l	og	2	log	1
䕟	x	ig	0	xìg	0
䕠	f	rj	2	fӑj	0
䕡	l	y	0	lỳ	1
䕢	ṭ	a	1	ṭá	0
䕣	h	on	3	hot	0
䕤	c	ej	0	cèj	0
䕥	n	ej	1	néj	0
䕦		ig	0	ìg	1
䕧	k	av	0	kàv	2
䕨	d	rg	0	dằg	0
䕩	l	u	1	lú	1
䕪	ḍ	ag	3	ḍak	1
䕫	cv	ej	0	cvèj	0
䕬	k	ơg	0	kờg	0
䕭	đ	rm	0	đằm	1
䕭	đ	im	0	đìm	1
䕮	k	ug	3	kuk	0
䕯	px	iv	0	pxìv	0
䕰	w	an	0	wàn	0
䕱	d	rv	0	dằv	0
䕲	l	rm	1	lắm	0
䕳	m	ej	0	mèj	0
䕴	ṭ	ug	3	ṭuk	0
䕵	kx	in	3	kxit	0
䕶		u	2	u	0
䕷	m	ej	0	mèj	0
䕸	k	aj	0	kàj	2
䕹	đ	am	3	đap	2
䕺	đ	ug	0	đùg	1
䕻	l	rj	2	lӑj	2
䕼	ṇ	in	0	ṇìn	1
䕽	ḍ	ug	3	ḍuk	0
䕾	j	rm	0	jằm	0
䕿	x	on	2	xon	0
䖀	x	iv	0	xìv	0
䖁	q	ig	3	qik	0
䖂	l	yn	0	lỳn	0
䖃	j	og	3	jok	1
䖄		in	0	ìn	0
䖅	l	ig	0	lìg	0
䖆	n	ơg	2	nơg	2
䖇	qv	rn	3	qvӑt	0
䖈	j	og	3	jok	0
䖉	x	ơj	0	xờj	0
䖊	g	aj	2	gaj	1
䖋	j	og	3	jok	0
䖌	g	rn	3	gӑt	0
䖍	c	in	0	cìn	0
䖎	h	am	3	hap	0
䖏	ḍ	y	1	ḍý	1
䖏	ṭx	y	1	ṭxý	1
䖏	ṭx	y	2	ṭxy	1
䖏	ṣ	y	2	ṣy	1
䖐	g	rn	0	gằn	1
䖑	m	ig	3	mik	1
䖒	x	i	0	xì	1
䖓	n	on	3	not	0
䖔	x	om	1	xóm	2
䖕	ṭ	u	1	ṭú	0
䖖	h	am	3	hap	0
䖗	g	am	0	gàm	0
䖘	d	u	0	dù	1
䖙	tx	rj	0	txằj	2
䖚	q	u	0	qù	0
䖛	ṣ	og	3	ṣok	0
䖜	g	uj	0	gùj	1
䖝	ḍ	ug	0	ḍùg	0
䖞	ṭ	rv	1	ṭắv	0
䖟	m	og	0	mòg	0
䖠		yn	0	ỳn	0
䖡	n	ug	3	nuk	1
䖢	m	iv	0	mìv	1
䖣	ṭ	u	1	ṭú	0
䖤	q	yn	0	qỳn	1
䖥	m	av	0	màv	0
䖦	qv	rn	3	qvӑt	1
䖧	n	an	3	nat	1
䖨	ẓ	eg	3	ẓek	0
䖩	b	rn	3	bӑt	1
䖪	ŧ	i	0	ŧì	1
䖫	b	og	1	bóg	0
䖬	k	am	3	kap	0
䖭	k	yn	2	kyn	1
䖮	x	ơg	1	xớg	1
䖯	kxv	ej	0	kxvèj	1
䖰	px	aj	2	pxaj	0
䖱	x	og	0	xòg	1
䖲	đ	on	0	đòn	1
䖳	ṭ	a	2	ṭa	1
䖳	ṭx	a	2	ṭxa	1
䖳	ṭ	in	3	ṭit	1
䖴		iv	0	ìv	0
䖵	kxv	rn	0	kxvằn	1
䖶	xv	uj	0	xvùj	1
䖷	x	ej	0	xèj	0
䖸	g	o	0	gò	0
䖹	m	ej	1	méj	0
䖺	d	iv	0	dìv	0
䖻	l	rv	0	lằv	1
䖼	cx	ơg	3	cxơk	0
䖽	l	ej	0	lèj	0
䖾		yn	0	ỳn	0
䖿	l	ej	0	lèj	0
䗀	ṭx	ig	0	ṭxìg	0
䗁	c	i	2	ci	2
䗂	xv	u	1	xvú	1
䗃	ḍ	an	2	ḍan	2
䗄	f	u	1	fú	0
䗅	j	rv	0	jằv	1
䗆	k	un	1	kún	1
䗇	c	ug	3	cuk	1
䗈	m	og	0	mòg	0
䗉	ṭx	ơg	0	ṭxờg	0
䗊	tx	am	2	txam	0
䗋	m	rv	0	mằv	0
䗌	ṣ	ig	0	ṣìg	0
䗍	l	rj	1	lắj	0
䗎	q	in	0	qìn	0
䗏	ṣ	rv	0	ṣằv	1
䗐	ṣ	i	0	ṣì	2
䗑	j	rm	3	jӑp	0
䗒	b	ig	2	big	0
䗓	ŧx	ug	0	ŧxùg	1
䗔	h	rv	0	hằv	1
䗕	q	yn	0	qỳn	0
䗗	x	in	0	xìn	1
䗘	k	om	3	kop	1
䗙	h	on	0	hòn	0
䗚	p	og	3	pok	1
䗛	ṣ	rv	0	ṣằv	0
䗜	l	rv	0	lằv	0
䗝	ḍ	am	0	ḍàm	0
䗞	ḍ	am	0	ḍàm	0
䗟	q	rj	2	qӑj	0
䗠	z	yn	0	zỳn	1
䗡		in	0	ìn	1
䗢	ṭ	u	1	ṭú	0
䗣	h	am	0	hàm	2
䗤	j	ug	0	jùg	1
䗥	ŧ	ug	0	ŧùg	2
䗦	f	ug	0	fùg	0
䗧	x	og	0	xòg	1
䗨		y	0	ỳ	0
䗩	ṭx	ig	3	ṭxik	0
䗪	ṭ	e	2	ṭe	2
䗫	m	a	0	mà	0
䗬	f	ug	0	fùg	0
䗭	v	an	2	van	0
䗮	ṣ	og	1	ṣóg	0
䗯	ŧ	on	2	ŧon	1
䗰	k	un	2	kun	0
䗱	b	ug	3	buk	2
䗲	l	on	2	lon	1
䗳	t	rg	0	tằg	0
䗴	d	ig	0	dìg	0
䗵	k	ơg	0	kờg	1
䗶	l	am	3	lap	1
䗷	q	ej	2	qej	1
䗸	qj	ug	0	qjùg	0
䗹	ṭx	ej	2	ṭxej	0
䗺		in	1	ín	0
䗻	ṭ	in	3	ṭit	0
䗼	f	rn	0	fằn	0
䗽	v	i	2	vi	1
䗾	x	in	1	xín	0
䗿	n	ig	0	nìg	1
䘀	w	rv	2	wӑv	1
䘁	ṭ	in	3	ṭit	0
䘂	ṭ	im	0	ṭìm	0
䘃	m	rg	3	mӑk	1
䘄	ṭ	y	2	ṭy	1
䘅	n	oj	2	noj	1
䘆	x	yn	1	xýn	2
䘆	x	in	1	xín	2
䘇	qm	rn	0	qmằn	0
䘈	l	rj	2	lӑj	0
䘉	ḍ	am	0	ḍàm	0
䘊	m	in	3	mit	0
䘋	ṭ	im	0	ṭìm	0
䘌	qn	ig	3	qnik	1
䘍	ṭx	aj	2	ṭxaj	0
䘎	qv	an	0	qvàn	1
䘏	ṣ	on	3	ṣot	0
䘐	n	ug	3	nuk	0
䘑	m	rg	3	mӑk	0
䘒	ŧ	uj	0	ŧùj	1
䘒	ŧ	yn	0	ŧỳn	1
䘒	ŧ	on	0	ŧòn	1
䘒	s	yn	0	sỳn	1
䘓	x	om	2	xom	1
䘔	kx	ag	3	kxak	0
䘕	h	og	0	hòg	0
䘖	h	am	0	hàm	0
䘗	f	rj	0	fằj	0
䘘		y	2	y	0
䘙	v	ej	2	vej	0
䘚	ṭ	on	3	ṭot	0
䘜	k	rn	0	kằn	0
䘝		ig	3	ik	1
䘞	m	a	2	ma	0
䘟	t	iv	0	tìv	0
䘠	f	rn	3	fӑt	0
䘡	b	ej	2	bej	0
䘢	ṭ	y	1	ṭý	1
䘣	ṭ	ej	1	ṭéj	0
䘤	ẓ	on	3	ẓot	0
䘥	h	am	3	hap	0
䘦	n	rj	0	nằj	0
䘧	qj	og	0	qjòg	0
䘨	k	iv	1	kív	1
䘩	ṣ	on	0	ṣòn	0
䘪	ṭx	ug	0	ṭxùg	1
䘫		y	0	ỳ	0
䘬	j	ug	0	jùg	0
䘭	ṭ	ej	2	ṭej	0
䘮	ṣ	og	0	ṣòg	0
䘮	ṣ	og	2	ṣog	0
䘯	ṣ	av	0	ṣàv	1
䘰	ṣ	in	0	ṣìn	2
䘱		y	2	y	1
䘲	ṭ	rm	0	ṭằm	0
䘳	kx	rm	0	kxằm	1
䘳	k	rm	0	kằm	1
䘴	ṭ	ug	0	ṭùg	0
䘵	l	ug	3	luk	0
䘶	h	am	0	hàm	0
䘷	p	in	3	pit	1
䘸		ig	3	ik	2
䘹	ṭ	ơj	2	ṭơj	0
䘺	ḍ	an	2	ḍan	0
䘻	j	ug	3	juk	0
䘼	q	yn	1	qýn	1
䘽	g	rj	0	gằj	3
䘾	k	un	1	kún	2
䘿	cv	rn	3	cvӑt	1
䙀	p	rg	0	pằg	0
䙁	ṭ	in	0	ṭìn	0
䙂	ṭ	ug	0	ṭùg	0
䙃	d	o	2	do	1
